ProjectID|CustomerID|ProjectType|Status|StartDateStr|CompletionDateStr|BidAmount|FinalAmount|CostOverrunAmount|ProfitMargin|Warranty|ServicePlan|ConstructionType|SquareFootage|City|Neighborhood|ArchitecturalFirm|GeneralContractor|BidWinDate|EstimatedHours|ActualHours|DelayImpactHours|EstimatedCompletionDate|DelayReason|CustomerSatisfaction
432|96|Custom Wine Cellar Monitoring|Completed|2021-08-14|2021-12-11|307729.17|363111.28|0|TBD|1 years|Standard|Major Remodel|10925|Mercer Island|South End|Malone PLC|Gray, Ingram and Brown|2021-07-30|308|277|0|2022-01-06|N/A|5
433|550|Automated Lighting Control|Completed|2023-11-23|2024-05-03|75397.86|73361.03|0|TBD|3 years|Standard|New Construction|14786|Bellevue|Beaux Arts|Kane-Johnson|Wheeler-Campbell|2023-11-10|569|519|0|2024-04-09|Subcontractor Issues|4
434|672|Custom Wine Cellar Monitoring|In Progress|2022-01-24|TBD|276509.64|279022.14|0.0|TBD|TBD|TBD|Major Remodel|8975|Seattle|Magnolia|Huffman, Faulkner and Sanders|Sanchez, Baldwin and Hatfield|2022-01-15|108|108|0|2022-07-11|N/A|N/A
435|5|Luxury Home Theater|Completed|2025-04-08|2025-08-07|41018.46|43708.77|0|TBD|4 years|Basic|Addition|10008|Issaquah|Issaquah Highlands|N/A|Robinson Group|2025-02-16|203|217|2|2025-07-19|Client Changes|4
436|607|Automated Lighting Control|Design Phase|2022-02-19|N/A|74572.03|TBD|0.0|TBD|TBD|TBD|Addition|5928|Redmond|Sammamish Valley|Johnson Inc|Maldonado, Mills and Smith|2022-01-13|389|TBD|0|2022-07-30|N/A|N/A
437|5|Luxury Home Theater|In Progress|2024-08-18|TBD|77157.5|71382.75|0.0|TBD|TBD|TBD|System Upgrade|7912|Kirkland|Juanita|N/A|Carpenter Inc|2024-07-28|111|111|0|2024-12-07|N/A|N/A
438|144|Outdoor Entertainment System|Completed|2023-08-15|2023-11-10|366623.29|450094.37|0|TBD|4 years|Standard|New Construction|4980|Woodinville|Bear Creek|Douglas-Hansen|Wright and Sons|2023-07-04|588|799|32|2023-09-15|Client Changes|5
439|298|Custom Wine Cellar Monitoring|Completed|2024-11-20|2025-04-23|350876.91|351315.3|31.03|TBD|1 years|Premium|System Upgrade|5307|Seattle|Queen Anne|Lewis-Johnson|Morgan-Nichols|2024-11-11|439|373|0|2025-04-28|N/A|5
440|647|Custom Wine Cellar Monitoring|On Hold|2024-10-20|N/A|379640.39|348808.71|0.0|TBD|TBD|TBD|Addition|4971|Mercer Island|North End|Carter-Keith|Steele, Arnold and Dean|2024-10-05|535|TBD|0|2025-02-16|N/A|N/A
441|798|Custom Wine Cellar Monitoring|In Progress|2023-02-10|TBD|166376.19|151092.6|0.0|TBD|TBD|TBD|Addition|11585|Seattle|Magnolia|Jackson, Mcdonald and Greene|Pittman Group|2023-01-20|398|398|0|2023-07-01|N/A|N/A
442|250|Voice Control Integration|Completed|2021-02-05|2021-05-29|88827.95|98653.44|3412.18|TBD|2 years|None|Major Remodel|4445|Issaquah|Squak Mountain|N/A|Thomas LLC|2021-01-20|195|266|0|2021-06-08|N/A|4
443|505|Automated Shading Solutions|Design Phase|2024-12-11|N/A|192731.72|TBD|0.0|TBD|TBD|TBD|Major Remodel|9903|Seattle|Clyde Hill|N/A|Roberson, Thomas and Brooks|2024-11-22|410|TBD|0|2025-01-15|N/A|N/A
444|32|Custom Security System|Contract Signed|2024-04-16|N/A|32661.02|TBD|0.0|TBD|TBD|TBD|Addition|14613|Seattle|Broadmoor|Newton-Kelly|Lewis Inc|2024-02-08|78|TBD|0|2024-08-08|N/A|N/A
445|513|Smart Water Management|In Progress|2021-10-03|TBD|236816.33|254033.68|0.0|TBD|TBD|TBD|Major Remodel|6615|Bellevue|Beaux Arts|N/A|Blevins, Harrington and Maynard|2021-09-14|253|253|0|2022-03-25|N/A|N/A
446|246|Home Network Infrastructure|Completed|2023-01-04|2023-02-08|158152.84|203954.65|0|TBD|4 years|Premium|Addition|13380|Bellevue|Newport Shores|N/A|Stone-Martin|2022-12-27|231|232|0|2023-02-25|N/A|4
447|3|Automated Shading Solutions|Completed|2021-02-16|2021-06-07|161263.53|171999.72|0|TBD|2 years|Standard|Major Remodel|14806|Redmond|Sammamish Valley|Patterson PLC|Stout, Kelley and Burns|2021-01-25|546|506|0|2021-04-10|Subcontractor Issues|4
448|118|Smart Water Management|Completed|2021-03-12|2021-06-25|48197.07|46193.55|0|TBD|4 years|Premium|System Upgrade|7584|Seattle|Queen Anne|Humphrey-Randall|Thomas and Sons|2021-02-22|61|65|0|2021-05-17|Client Changes|4
449|730|Integrated Climate Control|Contract Signed|2024-08-27|N/A|134518.85|TBD|0.0|TBD|TBD|TBD|Addition|13738|Seattle|Queen Anne|N/A|Smith, Scott and Young|2024-08-02|242|TBD|0|2024-10-10|N/A|N/A
450|660|Smart Home Integration|Completed|2022-02-16|2022-03-17|220296.84|249456.3|0|TBD|1 years|Standard|System Upgrade|11711|Seattle|Clyde Hill|N/A|Gonzales-Stone|2022-01-26|99|123|0|2022-04-09|N/A|5
451|428|Outdoor Entertainment System|In Progress|2022-04-18|TBD|246810.03|224625.38|0.0|TBD|TBD|TBD|Major Remodel|3808|Bellevue|West Bellevue|Fisher-Marsh|Jordan, Mendoza and Joseph|2022-04-03|106|106|0|2022-07-28|N/A|N/A
452|4|Golf Simulator Room|Completed|2022-05-12|2022-10-27|208087.87|223086.12|0|TBD|2 years|Standard|System Upgrade|10518|Mercer Island|South End|N/A|Long Group|2022-04-24|214|290|3|2022-09-19|Inspection Delays|3
453|620|Automated Lighting Control|In Progress|2025-01-10|TBD|264995.46|277804.38|0.0|TBD|TBD|TBD|New Construction|13041|Kirkland|Juanita|Anderson Group|Garcia LLC|2024-11-18|77|77|0|2025-03-03|N/A|N/A
454|30|Automated Shading Solutions|In Progress|2023-10-29|TBD|68064.51|67005.3|0.0|TBD|TBD|TBD|Major Remodel|10772|Kirkland|Juanita|N/A|Zamora-Andrews|2023-10-10|136|136|0|2024-01-02|N/A|N/A
455|419|Whole Home Battery Backup|In Progress|2021-08-01|TBD|192906.93|207171.74|0.0|TBD|TBD|TBD|Major Remodel|13783|Redmond|Education Hill|N/A|Ross-Martinez|2021-06-05|477|477|0|2022-01-02|N/A|N/A
456|584|Biometric Security System|Completed|2023-06-05|2023-09-15|79844.25|80293.0|0|TBD|2 years|None|Addition|10272|Redmond|Education Hill|Palmer-Smith|Rodriguez LLC|2023-03-18|65|81|0|2023-10-04|N/A|4
457|489|Custom Wine Cellar Monitoring|Completed|2022-02-03|2022-07-04|123893.4|143010.92|0|TBD|5 years|Premium|New Construction|5221|Bellevue|Beaux Arts|Lloyd-Wood|Stephens Ltd|2022-01-15|127|177|20|2022-06-14|Weather|3
458|800|Smart Water Management|Completed|2021-11-08|2022-04-20|27306.72|26633.72|0|TBD|5 years|Premium|System Upgrade|5044|Woodinville|Bear Creek|Dawson-Warner|Jones PLC|2021-09-11|429|371|0|2022-04-13|Inspection Delays|4
459|668|Smart Home Integration|Completed|2023-09-16|2023-11-20|213420.21|235720.58|0|TBD|4 years|Basic|System Upgrade|11611|Kirkland|Juanita|Wilson-Parker|Heath Group|2023-08-27|111|130|0|2023-12-03|N/A|4
460|358|Home Network Infrastructure|Design Phase|2021-03-31|N/A|235523.81|TBD|0.0|TBD|TBD|TBD|Major Remodel|11566|Kirkland|Houghton|Davis PLC|Ross Ltd|2021-03-07|308|TBD|0|2021-06-16|N/A|N/A
461|773|Whole-Home Automation|Completed|2021-04-12|2021-07-11|40013.2|45115.34|0|TBD|2 years|Basic|New Construction|11083|Bellevue|West Bellevue|N/A|Patton LLC|2021-03-25|184|176|0|2021-05-16|Client Changes|5
462|21|Custom Security System|Completed|2023-04-03|2023-07-23|250124.55|238990.77|0|TBD|4 years|Standard|Major Remodel|3685|Seattle|Medina|N/A|Fletcher-Nelson|2023-02-09|192|180|0|2023-07-30|N/A|3
463|658|Integrated Climate Control|Completed|2022-06-20|2022-10-13|189537.85|232640.99|0|TBD|4 years|Basic|New Construction|14424|Bellevue|Beaux Arts|N/A|Browning-Thompson|2022-04-14|473|470|0|2022-10-26|N/A|5
464|382|Home Network Infrastructure|In Progress|2022-09-17|TBD|34814.34|33981.79|0.0|TBD|TBD|TBD|Addition|6412|Bellevue|Somerset|Mason-Wright|Mullins, Buckley and Hahn|2022-08-11|457|457|0|2023-01-19|N/A|N/A
465|671|Automated Lighting Control|Completed|2022-11-08|2023-04-11|262015.74|328935.43|0|TBD|4 years|Basic|System Upgrade|12200|Woodinville|Hollywood Hill|Porter Inc|Roman-Gonzalez|2022-10-17|429|466|35|2023-02-17|Inspection Delays|5
466|521|Integrated Climate Control|Completed|2023-05-29|2023-10-09|73343.88|91770.56|0|TBD|3 years|Basic|Addition|8978|Redmond|Education Hill|N/A|Nelson, Parks and Campbell|2023-03-15|546|594|0|2023-10-12|N/A|4
467|33|Automated Shading Solutions|In Progress|2022-08-19|TBD|106360.59|116473.29|0.0|TBD|TBD|TBD|Addition|12782|Mercer Island|South End|Abbott-Gomez|French-Johnson|2022-07-26|263|263|0|2022-12-31|N/A|N/A
468|714|Biometric Security System|Completed|2025-01-22|2025-05-29|187292.78|225966.07|8853.97|TBD|5 years|Basic|System Upgrade|5821|Woodinville|Bear Creek|Riddle Inc|Burke Group|2024-12-15|101|141|2|2025-05-13|Inspection Delays|3
469|714|Smart Home Integration|Completed|2022-04-11|2022-10-28|171900.18|183465.43|0|TBD|5 years|Premium|New Construction|8805|Seattle|Clyde Hill|Krause, Hernandez and Rowe|Schmitt Group|2022-04-02|185|189|2|2022-09-13|Client Changes|3
470|230|Smart Water Management|Cancelled|2022-09-07|2022-10-12|100140.6|TBD|0.0|TBD|TBD|TBD|New Construction|5281|Kirkland|Houghton|N/A|Ruiz, Adams and Martinez|2022-08-04|229|51|0|2022-10-12|Client Decision|N/A
471|271|Multi-Room Audio Video|Completed|2024-06-24|2024-09-26|104571.72|112248.07|3814.22|TBD|1 years|Premium|Major Remodel|9571|Bellevue|Somerset|Pearson Ltd|Manning-Pratt|2024-06-15|232|299|0|2024-10-16|N/A|5
472|619|Automated Lighting Control|Completed|2023-06-09|2023-12-08|220651.66|261894.54|0|TBD|4 years|Standard|System Upgrade|4314|Bellevue|West Bellevue|N/A|Yates-Hall|2023-04-05|227|236|0|2023-10-14|Inspection Delays|4
473|701|Custom Security System|Proposal|2024-07-05|N/A|45387.63|TBD|0.0|TBD|TBD|TBD|System Upgrade|8636|Bellevue|Somerset|Barrett-Baxter|Nguyen, Shelton and Hayes|2024-06-28|371|TBD|0|2024-10-02|N/A|N/A
474|384|Custom Wine Cellar Monitoring|Completed|2023-07-19|2024-01-01|108691.25|106888.49|0|TBD|2 years|Standard|Major Remodel|4423|Mercer Island|North End|N/A|Lee, Johnson and Moran|2023-06-24|178|170|0|2023-12-02|Subcontractor Issues|4
475|585|Custom Security System|Completed|2025-01-12|2025-03-27|204863.93|250802.13|0|TBD|5 years|Basic|Major Remodel|3231|Issaquah|Squak Mountain|Miller, Vega and Meadows|Stephens Inc|2025-01-03|475|634|44|2025-03-25|Subcontractor Issues|3
476|147|Golf Simulator Room|Completed|2024-05-20|2024-08-19|290933.61|372208.45|0|TBD|3 years|Premium|New Construction|14669|Bellevue|Beaux Arts|N/A|Jenkins Ltd|2024-04-29|60|81|0|2024-08-19|N/A|5
477|674|Home Network Infrastructure|Completed|2021-09-14|2022-01-28|304536.04|377540.83|0|TBD|2 years|Standard|New Construction|8055|Redmond|Education Hill|Chase-Molina|Allen PLC|2021-07-22|491|600|0|2022-01-29|N/A|3
478|740|Biometric Security System|Proposal|2021-11-08|N/A|126231.91|TBD|0.0|TBD|TBD|TBD|New Construction|14133|Seattle|Broadmoor|King, Nelson and Savage|Hess-Johnson|2021-09-06|288|TBD|0|2022-03-12|N/A|N/A
479|25|Custom Wine Cellar Monitoring|In Progress|2022-05-20|TBD|84600.78|86455.8|0.0|TBD|TBD|TBD|New Construction|14769|Bellevue|Beaux Arts|N/A|Fisher, Cochran and Reilly|2022-05-05|410|410|0|2022-10-17|N/A|N/A
480|669|Automated Shading Solutions|In Progress|2024-07-11|TBD|108157.59|116441.0|0.0|TBD|TBD|TBD|System Upgrade|6686|Seattle|Hunts Point|N/A|Marquez-Ray|2024-07-02|573|573|0|2024-08-31|N/A|N/A
481|479|Smart Water Management|Cancelled|2024-09-22|2024-10-22|22322.17|TBD|0.0|TBD|TBD|TBD|Major Remodel|14195|Issaquah|Squak Mountain|Martinez, Shepherd and Wheeler|Scott-Austin|2024-09-14|535|37|0|2025-02-22|Scope Change Rejected|N/A
482|253|Smart Home Integration|Completed|2023-03-10|2023-07-31|290531.07|350352.58|0|TBD|4 years|Standard|Major Remodel|5567|Seattle|Madison Park|Patterson-Murphy|Conley Ltd|2023-02-18|105|102|0|2023-07-04|Inspection Delays|3
483|759|Multi-Room Audio Video|Completed|2021-06-04|2021-12-20|224658.3|267086.28|0|TBD|1 years|Basic|Addition|13542|Bellevue|Bridle Trails|Alvarez, Dominguez and Costa|Anderson-Cooper|2021-05-14|263|290|24|2021-10-25|Subcontractor Issues|3
484|795|Home Network Infrastructure|Proposal|2025-02-01|N/A|117529.45|TBD|0.0|TBD|TBD|TBD|New Construction|3169|Seattle|Laurelhurst|Smith, Smith and Perry|Small, Barron and Higgins|2025-01-19|97|TBD|0|2025-04-22|N/A|N/A
485|9|Outdoor Entertainment System|Completed|2025-03-01|2025-07-12|235553.11|265244.49|0|TBD|3 years|Premium|Addition|3773|Seattle|Magnolia|Wong Group|Nelson Group|2025-02-12|546|648|27|2025-06-01|Material Delays|5
486|177|Integrated Climate Control|Completed|2025-01-12|2025-06-17|307175.63|350056.19|1619.11|TBD|1 years|Standard|Major Remodel|12002|Mercer Island|North End|Bates, Mitchell and Potter|White, Edwards and Wilson|2024-12-26|457|562|86|2025-04-21|Material Delays|4
487|371|Automated Shading Solutions|In Progress|2025-03-17|TBD|75343.21|67852.92|0.0|TBD|TBD|TBD|Major Remodel|11772|Mercer Island|North End|N/A|Dawson-Pierce|2025-01-12|290|59|0|2025-06-17|Weather|N/A
488|426|Smart Home Integration|Design Phase|2021-12-22|N/A|341326.8|TBD|0.0|TBD|TBD|TBD|Addition|11568|Seattle|Madison Park|N/A|Henderson Ltd|2021-10-30|241|TBD|0|2022-06-10|N/A|N/A
489|486|Whole Home Battery Backup|Completed|2022-05-02|2022-06-24|174369.33|176891.68|445.94|TBD|5 years|Basic|New Construction|7210|Mercer Island|South End|N/A|Obrien, Higgins and Mcdaniel|2022-04-06|530|666|3|2022-06-23|Subcontractor Issues|5
490|107|Voice Control Integration|Contract Signed|2023-07-25|N/A|337596.72|TBD|0.0|TBD|TBD|TBD|New Construction|13718|Mercer Island|North End|Phelps, Brown and Wallace|Hawkins-Bautista|2023-06-13|315|TBD|0|2023-10-24|N/A|N/A
491|266|Custom Security System|Design Phase|2023-07-29|N/A|341573.18|TBD|0.0|TBD|TBD|TBD|New Construction|13194|Bellevue|West Bellevue|N/A|Vega PLC|2023-06-29|122|TBD|0|2023-12-01|N/A|N/A
492|426|Whole Home Battery Backup|Completed|2023-05-11|2023-07-30|45334.14|50036.05|0|TBD|4 years|None|New Construction|14273|Woodinville|Bear Creek|N/A|Fields-Morgan|2023-04-26|444|460|3|2023-07-16|Inspection Delays|3
493|213|Biometric Security System|In Progress|2023-05-22|TBD|356871.15|352632.9|0.0|TBD|TBD|TBD|Major Remodel|3413|Bellevue|Somerset|Crane-Rojas|Williams LLC|2023-04-22|450|450|0|2023-09-19|N/A|N/A
494|210|Automated Shading Solutions|Completed|2022-02-05|2022-07-25|262369.42|337536.99|0|TBD|2 years|Standard|Addition|9246|Seattle|Laurelhurst|N/A|Turner, Campbell and Hale|2022-01-12|529|689|11|2022-07-19|Weather|5
495|233|Custom Security System|In Progress|2021-01-02|TBD|268626.89|251118.64|0.0|TBD|TBD|TBD|New Construction|9137|Seattle|Laurelhurst|Thompson-Thornton|Abbott, Mcbride and Edwards|2020-12-13|113|113|0|2021-03-01|N/A|N/A
496|523|Home Network Infrastructure|Cancelled|2023-03-24|2023-07-08|159587.87|TBD|0.0|TBD|TBD|TBD|Addition|11825|Issaquah|Squak Mountain|N/A|Ayala-Cobb|2023-02-25|252|57|0|2023-08-08|Funding Issue|N/A
497|784|Integrated Climate Control|In Progress|2021-02-14|TBD|195746.27|199792.4|0.0|TBD|TBD|TBD|Major Remodel|9579|Woodinville|Hollywood Hill|Harris, Lewis and Jackson|Pacheco, Marquez and Villarreal|2021-01-06|276|276|0|2021-08-04|N/A|N/A
498|463|Home Network Infrastructure|Completed|2022-01-06|2022-05-07|40236.53|51009.66|4001.28|TBD|3 years|Standard|Major Remodel|12486|Seattle|Madison Park|Vasquez, Chaney and Martinez|Williams and Sons|2021-12-29|156|188|30|2022-03-14|Client Changes|4
499|668|Automated Lighting Control|Contract Signed|2023-11-18|N/A|24025.6|TBD|0.0|TBD|TBD|TBD|New Construction|10312|Mercer Island|South End|Mcclure-Gray|Bryant, Dawson and Davis|2023-10-11|167|TBD|0|2024-04-18|N/A|N/A
500|324|Home Network Infrastructure|In Progress|2023-09-11|TBD|323324.43|321841.3|0.0|TBD|TBD|TBD|System Upgrade|12529|Sammamish|Sahalee|Peterson PLC|Stephenson Ltd|2023-07-08|578|578|0|2024-02-02|N/A|N/A
501|756|Home Network Infrastructure|Contract Signed|2021-10-04|N/A|217806.12|TBD|0.0|TBD|TBD|TBD|Addition|8500|Kirkland|Juanita|Houston Group|Leonard PLC|2021-09-07|153|TBD|0|2021-12-04|N/A|N/A
502|763|Golf Simulator Room|Completed|2024-06-23|2024-09-12|90242.84|88703.43|0|TBD|2 years|Premium|Addition|9005|Bellevue|Somerset|N/A|Ramirez, Randolph and Boyle|2024-05-04|49|44|0|2024-08-18|Material Delays|4
503|707|Automated Lighting Control|Proposal|2023-04-29|N/A|196329.31|TBD|0.0|TBD|TBD|TBD|New Construction|4452|Issaquah|Squak Mountain|N/A|Luna-Martinez|2023-04-20|460|TBD|0|2023-08-15|N/A|N/A
504|432|Whole Home Battery Backup|Completed|2024-08-20|2025-03-07|44822.81|58130.16|0|TBD|2 years|Premium|Major Remodel|4882|Bellevue|Newport Shores|N/A|Wilson-Turner|2024-07-20|94|107|2|2025-02-15|Client Changes|3
505|488|Home Network Infrastructure|Proposal|2022-05-11|N/A|229638.81|TBD|0.0|TBD|TBD|TBD|New Construction|8086|Mercer Island|South End|Scott-Reyes|Miller, Garcia and Aguilar|2022-04-26|377|TBD|0|2022-10-22|N/A|N/A
506|777|Integrated Climate Control|In Progress|2024-05-16|TBD|142433.54|140185.88|0.0|TBD|TBD|TBD|Major Remodel|14142|Sammamish|Sahalee|N/A|Allen, Chang and Ellis|2024-04-26|420|420|0|2024-08-29|N/A|N/A
507|432|Home Network Infrastructure|Completed|2021-11-10|2022-04-07|42199.13|48953.93|0|TBD|1 years|None|System Upgrade|12136|Seattle|Hunts Point|N/A|Thompson-Saunders|2021-10-25|263|315|9|2022-02-19|Material Delays|4
508|399|Voice Control Integration|Completed|2021-08-06|2021-11-11|111649.65|138298.76|0|TBD|2 years|Basic|System Upgrade|8215|Seattle|Magnolia|Lewis-Dennis|Black, Payne and Pearson|2021-07-20|232|301|15|2021-10-21|Inspection Delays|4
509|768|Automated Shading Solutions|Completed|2021-04-18|2021-07-18|150030.57|183921.12|0|TBD|5 years|None|Major Remodel|13315|Bellevue|West Bellevue|Cordova-Lopez|Cooke-Caldwell|2021-04-07|521|557|21|2021-05-20|Inspection Delays|3
510|440|Biometric Security System|Completed|2021-12-27|2022-07-13|203779.91|198336.93|0|TBD|1 years|None|Major Remodel|6535|Sammamish|Sahalee|Hansen-Roberson|Simpson, Smith and Harrison|2021-11-06|535|683|48|2022-05-23|Material Delays|5
511|63|Multi-Room Audio Video|Completed|2023-09-07|2023-12-30|256193.13|301339.17|0|TBD|2 years|Basic|System Upgrade|4541|Mercer Island|South End|Clay, Chen and Peterson|Cook Inc|2023-07-16|530|516|0|2023-11-06|Client Changes|5
512|318|Smart Water Management|Contract Signed|2022-05-19|N/A|130197.41|TBD|0.0|TBD|TBD|TBD|New Construction|4542|Issaquah|Issaquah Highlands|Miller Ltd|Wise, Clayton and Pierce|2022-05-12|484|TBD|0|2022-08-17|N/A|N/A
513|422|Whole-Home Automation|In Progress|2021-12-11|TBD|74480.5|71196.07|0.0|TBD|TBD|TBD|System Upgrade|3119|Mercer Island|South End|Fischer Group|Armstrong-Richards|2021-11-15|317|317|0|2022-05-31|N/A|N/A
514|106|Smart Home Integration|Contract Signed|2021-07-06|N/A|377583.84|TBD|0.0|TBD|TBD|TBD|Addition|7488|Seattle|Medina|Ortiz, Sullivan and Luna|Weaver LLC|2021-05-15|476|TBD|0|2021-12-14|N/A|N/A
515|333|Automated Lighting Control|Contract Signed|2022-12-21|N/A|188758.31|TBD|0.0|TBD|TBD|TBD|System Upgrade|8096|Sammamish|Trossachs|N/A|Bridges, Dunn and Lewis|2022-11-28|106|TBD|0|2023-06-07|N/A|N/A
516|492|Automated Lighting Control|Completed|2024-11-02|2024-12-09|133795.78|142068.87|3099.72|TBD|1 years|Premium|Major Remodel|3577|Sammamish|Trossachs|Lucas, Ward and Brown|Powell-Bryan|2024-10-03|560|595|0|2024-12-16|N/A|3
517|637|Smart Home Integration|Completed|2023-02-21|2023-06-30|226059.0|222103.6|0|TBD|2 years|None|New Construction|13241|Issaquah|Issaquah Highlands|N/A|Anderson, Rodriguez and Love|2023-01-14|217|252|0|2023-07-09|N/A|3
518|420|Whole-Home Automation|Contract Signed|2022-09-18|N/A|155994.46|TBD|0.0|TBD|TBD|TBD|Major Remodel|11394|Woodinville|Hollywood Hill|Lopez Ltd|Smith-Sherman|2022-08-27|341|TBD|0|2022-11-25|N/A|N/A
519|256|Biometric Security System|Completed|2022-09-07|2023-02-21|177232.33|206352.12|0|TBD|3 years|Premium|Addition|8930|Bellevue|Bridle Trails|N/A|Cameron, Smith and Williams|2022-08-10|275|273|0|2023-02-21|N/A|4
520|637|Automated Lighting Control|In Progress|2021-12-28|TBD|141799.51|151239.5|0.0|TBD|TBD|TBD|System Upgrade|5672|Woodinville|Bear Creek|N/A|Freeman Inc|2021-12-08|377|377|0|2022-03-02|N/A|N/A
521|265|Golf Simulator Room|In Progress|2024-05-31|TBD|120925.25|113900.2|0.0|TBD|TBD|TBD|New Construction|10705|Bellevue|Newport Shores|Welch, Walton and Butler|Thornton, Hamilton and Aguirre|2024-04-06|48|48|0|2024-10-30|N/A|N/A
522|441|Automated Lighting Control|Completed|2024-01-31|2024-04-30|360885.9|467377.66|0|TBD|5 years|None|Addition|13927|Bellevue|Newport Shores|Walker, Johnson and Mcbride|Johnson, Maynard and Wu|2024-01-05|78|101|10|2024-03-02|Material Delays|3
523|27|Golf Simulator Room|Completed|2024-01-09|2024-03-17|231793.2|227099.67|0|TBD|4 years|Premium|System Upgrade|13178|Kirkland|Houghton|N/A|Nelson LLC|2023-12-17|507|545|0|2024-04-14|N/A|3
524|21|Golf Simulator Room|Completed|2022-03-17|2022-06-04|284729.54|270498.2|0|TBD|3 years|None|System Upgrade|4254|Issaquah|Issaquah Highlands|Moore, Neal and Graham|Torres, Alexander and Ortiz|2022-02-20|498|516|0|2022-06-21|N/A|4
525|18|Voice Control Integration|Completed|2023-02-27|2023-07-23|241541.57|283541.16|0|TBD|3 years|Standard|System Upgrade|3305|Bellevue|West Bellevue|Thompson, Ortiz and Brown|Lindsey-Nunez|2023-02-19|307|411|87|2023-06-11|Weather|3
526|483|Multi-Room Audio Video|In Progress|2023-04-18|TBD|320447.65|336430.93|0.0|TBD|TBD|TBD|System Upgrade|5915|Issaquah|Issaquah Highlands|N/A|Burnett-Foster|2023-02-16|274|274|0|2023-10-12|N/A|N/A
527|386|Luxury Home Theater|Completed|2024-01-05|2024-04-13|377754.42|449101.32|11548.43|TBD|2 years|Basic|Addition|10009|Woodinville|Hollywood Hill|N/A|Anderson-Ruiz|2023-12-23|496|504|0|2024-04-28|N/A|3
528|450|Biometric Security System|Completed|2022-09-09|2022-10-28|88675.28|100136.75|4126.65|TBD|4 years|Premium|New Construction|3356|Woodinville|Bear Creek|Rhodes-Davis|Hicks, Shaw and Griffin|2022-08-19|461|523|18|2022-10-27|Inspection Delays|3
529|222|Multi-Room Audio Video|Completed|2023-02-12|2023-03-05|350564.13|443917.88|0|TBD|5 years|Basic|System Upgrade|11588|Bellevue|Newport Shores|Nelson, Woods and Bell|Lee LLC|2022-12-05|253|321|0|2023-04-04|N/A|5
530|521|Automated Lighting Control|Contract Signed|2023-04-30|N/A|109999.3|TBD|0.0|TBD|TBD|TBD|System Upgrade|6461|Sammamish|Trossachs|N/A|Fischer Inc|2023-04-07|472|TBD|0|2023-07-18|N/A|N/A
531|309|Integrated Climate Control|Completed|2023-02-13|2023-04-29|153133.83|181903.03|10271.53|TBD|2 years|Standard|New Construction|10348|Seattle|Magnolia|Kim and Sons|Carr-Davila|2023-01-28|278|318|0|2023-05-16|N/A|5
